id,time_started,time_completed,role,text_role_other,years_experience,domain_web,domain_mobile,domain_embedded,domain_enterprise,domain_ai,domain_games,domain_other,text_domain_other,domain_additional,bva_familiarity,text_explanation_contain,email_1_clarity,email_1_correctness,email_1_completeness,email_1_usefulness,email_2_clarity,email_2_correctness,email_2_completeness,email_2_usefulness,email_3_clarity,email_3_correctness,email_3_completeness,email_3_usefulness,email_4_clarity,email_4_correctness,email_4_completeness,email_4_usefulness,email_5_clarity,email_5_correctness,email_5_completeness,email_5_usefulness,text_email_clarity,text_email_correctness,text_email_completeness,text_email_usefulness,bytecnt_1_clarity,bytecnt_1_correctness,bytecnt_1_completeness,bytecnt_1_usefulness,bytecnt_2_clarity,bytecnt_2_correctness,bytecnt_2_completeness,bytecnt_2_usefulness,bytecnt_3_clarity,bytecnt_3_correctness,bytecnt_3_completeness,bytecnt_3_usefulness,bytecnt_4_clarity,bytecnt_4_correctness,bytecnt_4_completeness,bytecnt_4_usefulness,bytecnt_5_clarity,bytecnt_5_correctness,bytecnt_5_completeness,bytecnt_5_usefulness,text_bytecnt_clarity,text_bytecnt_correctness,text_bytecnt_completeness,text_bytecnt_usefulness,date_1_clarity,date_1_correctness,date_1_completeness,date_1_usefulness,date_2_clarity,date_2_correctness,date_2_completeness,date_2_usefulness,date_3_clarity,date_3_correctness,date_3_completeness,date_3_usefulness,date_4_clarity,date_4_correctness,date_4_completeness,date_4_usefulness,date_5_clarity,date_5_correctness,date_5_completeness,date_5_usefulness,text_date_clarity,text_date_correctness,text_date_completeness,text_date_usefulness,bmi_1_clarity,bmi_1_correctness,bmi_1_completeness,bmi_1_usefulness,bmi_2_clarity,bmi_2_correctness,bmi_2_completeness,bmi_2_usefulness,bmi_3_clarity,bmi_3_correctness,bmi_3_completeness,bmi_3_usefulness,bmi_4_clarity,bmi_4_correctness,bmi_4_completeness,bmi_4_usefulness,bmi_5_clarity,bmi_5_correctness,bmi_5_completeness,bmi_5_usefulness,text_bmi_clarity,text_bmi_correctness,text_bmi_completeness,text_bmi_usefulness,use,text_use_reason,text_one_change,contact,text_feedback,completed
411984313,2025-05-16 12:40:10.000,2025-05-16 13:02:08.723,Researcher / Academic,,10,1.0,,,,1.0,,,,,Somewhat familiar,Input and output value pairs that showcase the boundary and the behavior of the system,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"I am not domain expert in the examples, therefore I can not judge how to improve them, but given my knowledge, understanding, I think the explanations make sense, i.e. are clear.",I am unable to judge if there are incorrect replies but seems valid.,Adding references to the original standards could improve completeness,"Since neither example above are applicable to my work, I can not judge how useful they would be.",3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"Seems reasonable, not knowledgable enough in the examples to say they are clear or unclear for a potential user","Seems reasonable, not knowledgable enough in the examples to say they are correct or not for a potential user","Seems reasonable, not knowledgable enough in the examples to say they are complete or not for a potential user","Seems reasonable, not knowledgable enough in the examples to say they are useful or not for a potential user",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"Seems reasonable, not knowledgable enough in the examples to say they are clear or unclear for a potential user","Seems reasonable, not knowledgable enough in the examples to say they are correct or not for a potential user","Seems reasonable, not knowledgable enough in the examples to say they are complete or not for a potential user","Seems reasonable, not knowledgable enough in the examples to say they are useful or not for a potential user",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,"Seems reasonable, not knowledgable enough in the examples to say they are clear or not for a potential user","Seems reasonable, not knowledgable enough in the examples to say they are correct or not for a potential user","Seems reasonable, not knowledgable enough in the examples to say they are complete or not for a potential user","Seems reasonable, not knowledgable enough in the examples to say they are usfeul or not for a potential user",2.0,"I am sure the examples are good in situ for a specific context, but I struggled in the questionnaire to put myself into the contexts where either the examples or explanations would be useful","Unknown since I struggled with the exercise (You should probably remove my data). The issue is that these examples would provide use, no question, in a given context when working on tests or code that may be subject to the boundary conditions. However, out of context, i.e. during the questionnaire, it was difficult to judge them.",1.0,"I struggled with this due to lack of context and domain knowledge. Probably see my result as an outlier, not representative.",1
412121176,2025-05-18 12:42:33.000,2025-05-18 13:44:10.793,Researcher / Academic,,4,,,,,1.0,,,,,Quite familiar,"A boundary behavior explanation should clearly describe how a system is expected to behave at the edges for valid/invalid input ranges. Additionally, it would be more useful if it explains the scenarios using examples.",5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"For email part 3, more explanation would help to understand.","For email part 3, it is not fully convincing.","For email part 4, more explanation would help to understand why it works with quotes.","For emails parts 3 and 4, a clearer explanation makes it more useful.",4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,"For Boundary Pair BC 2, it can be clarified further using a simple explanation, e.g., 1000 bytes equal to 1 KB.","For Boundary Pair BC 4, what if higher unit is available.",Not sure about BC3.,"For Boundary Pair BC 2, a simple explanation would be useful.",3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,"Date 3, explanation can be provided in simple words. The day part can be zero.",Date 1 output for the first seems incorrect. Date 2 seems to be invalid. We can not have a negative year.,I don't get negative years.,Simple explanation would be useful.,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,Looks okay.,Looks okay.,Looks okay.,Looks okay.,2.0,It seems useful and I think in practice it will help.,The explanation should be in simple words. Maybe Gen-AI could help there.,2.0,,1
412168401,2025-05-19 07:55:19.000,2025-05-19 08:27:46.627,Researcher / Academic,,21,1.0,1.0,,,1.0,1.0,,,,Quite familiar,A clear and practical description of how the system should behave around boundaries.,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,1.0,3.0,,,More info about the limitations in size.,More examples and info about this case.,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,2.0,2.0,More explanation about the limitations.,,More examples around the boundary.,More examples around the boundary.,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,,,"More exampled, like a negative date.",,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,,,An explanation about the calculation boundaries and more examples around them.,,2.0,All help in automating tests are useful (time saving).,Dont know,1.0,,1
412209656,2025-05-19 11:10:12.000,2025-05-19 14:08:29.823,Researcher / Academic,,7,,,,1.0,1.0,,,,Main knowledge comes from my master studies and research in diversity-based test prioritization,Somewhat familiar,"First some context via a link to the system specifications, then the relevant partitions with different behaviours/outcome that motivate the boundary values.",1.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,3.0,3.0,4.0,"The explanation would be clearer if explained what actually makes these two values a boundary. For example, in 2.3, it doesn't say what makes these two values ""close"" in the input space.","When it refers to an existing part of the system description/specification.
In examples 2.3, I didn't know where (ASCII / punycoded) came from. So I assumed that it is wrong.",The explanation would be complete if it has all the necessary information without the need to jump back and forth between the system specifications and the explanations.,"the explanation is can be more useful when it contains information that I don't already get from the example itself. for example, in 2.4, mentioning that "" "" allows the usage of whitespace added value to the explanation.",4.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,3.0,4.0,2.0,4.0,2.0,2.0,2.0,1.0,"Decrease the use of vague words. For example, in 3.1, it wasn't clear what visible means.","The explanation would be more correct if it described not only the behaviors of the values but also how they differ.
For example, in 3.4, it says that it causes an out-of-bound error but so do the other input value. The explanation is more correct if it focuses on the ""9"" and ""10"" differences. ",Stating the assumptions such as in 3.2,"I find it hard to see the usefulness of the explanation in Q3.3. For me, if there is no boundary, the explanation is not useful because it is already apparent in the example itself.",2.0,1.0,3.0,2.0,4.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,"The explanation would be clearer and more natural if it describes the valid output first then how it switches to invalid. For example, in 4.4, it is more natural to say how it switched from valid to error.","In general, the lack of completeness causes issues with correctness. For example, the assumption in 4.5 misses the upperbound for the days which is not completely correct since according to the error, it says ""Day: 0 out of range ***(1:31)***"" .","For functions with multiple parameters, it would be more complete if also describes the values of the other arguments as well. For example, why in 4.4 the year and day are 187 and 9 respectively? Would any other value work for them?",The reasoning behind the different behaviours.,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,"For me personally, the current format of the explanation e.g., ""switching from x to y, results in z"" can be improved. It would be clearer if it would be something like ""x results in X', then incrementing the value by 1 to y results in Y'","Avoiding extra information that can make the interpretation of the example incorrect. For example, in 5.2, the use of the word threshold in ""threshold is weight equals 1 kg."" is a bit weird and not accurate. especially that there is a weird jump between underweight and obese. shouldn't the ""threshold"" be between normal and underweight for example?

Side note: it is very hard to evaluate correctness of the explanation without being biased towards the example itself.","From the examples, I feel like the BMI calculator only accepts integers (rounds the value), so if a baby is 0.4 kg, that becomes 0?
When the explanation is addressing a weird value like 0 kg (e.g., 5.2) which is impossible, a clarification would improve the correctness.",nothing new for this example.,3.0,"It seems like it is currently a ""translator"" of the example, it doesn't really add anything new. ",better structure (explained in BMI clarity question),1.0,,1
412245745,2025-05-19 13:55:29.000,2025-05-19 14:38:18.117,Developer / Software Engineer,,10,1.0,,,1.0,1.0,,,,,Somewhat familiar,"It should show how the output changes dramatically, preferably with contrasting examples from non-boundary regions to show “normal” behavior. This would better illustrate the difference between the core domain and its boundary.",4.0,5.0,2.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,4.0,"It was all pretty clear, except for the length one. It was hard to tell how many as were there.",It all seemed correct ,I would have wanted to see interactions between rules ,Fewer as in the length example ,5.0,5.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,4.0,3.0,2.0,"the last one especially is strange 

weird error output not explained ",correctness seems weird in the last one ,the last one could have more examples ,the last one needs to be shorter,2.0,2.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,the dates could be closer to our own time ,"the first one seemed weird, there was no change",better coverage of time periods ,dates closer to our own time,4.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,more regular weights. 0 and 1 kg are not usual ,it all seemed correct ,broader coverage beyond 0 and 1,broader coverage. surely there are other boundaries than 0 and 1,1.0,They’re great for better understanding ,observing unit tests and pick boundaries closer to those values,2.0,,1
412466914,2025-05-21 06:46:38.000,2025-05-21 09:08:21.297,QA / Test Engineer,,12,,,1.0,,,,,,,Quite familiar,"Clearly described boundaries and its values to give the reader a good overall picutre so one can easily identify the different classes, boundaries and values.
Also, it would be benefitial if it gives the reader a hint/explanation why a certain input/value is ""qualified"" for a specific class.",4.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,"Short and ""easy to read"" sentences, avoid ""fancy wording"". ","Maybe use of references to ""back it up"" with. That can be: requirements, standards, conventions etc.","Cover both valid and invalid values, clearly describe the boundaries. 
An example to clarify what has been stated in the explanation could make the it easier for the reader to understand.","By elaborating about what is valid and invalid the reader is exposed to what the boundary is and could understand and use the information better.
",2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,"words like ""assuming"" is risky from my point of view since it makes me wonder if the information is reliable or not. In that aspect I'm not sure if I should take this explanation seriously or not.","For instance:
Looking at the input given in ""Boundary Pair BC 3"" it is only one value given and not two as stated to be the input (height and weight). I would expect it to state that at least two values should be given which should be one boundary right?
For someone who doesn't know all these things it can be hard to determine what is correct or not.","Not only it can be hard to know if it is correct, it is also hard to know if this information is enough/sufficient for me to identify the boundaries. References and/or more information to justify the statement can be valuable.",References and/or more information to justify the statement can be valuable.,4.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,In general I think the explanantions are clear enough.,Date Q4.1 seems completely wrong since it states that changing from 199 to 200 makes the year change from 3 to 4 digits which is not the case,"It could be a bit more elaborating about what the boundaries are to get the ""whole picture"". Some questions are still there.","Give more examples and a more thorough explanation woudl be useful. 
",4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,"It can be more clear what the ""neighbor"" boundaries are. In some cases only one boundary is mentioned but there are upper or lower boundaries not mentioned.
",.,"Feels like in several situations the explanation can be more clear.
Not only about the identified boundary but also about the other related boundaries (which are not mentioned). It would give the reader a better understanding on what the boundaries are.",See BMI Q5.8,2.0,"Since I'm sceptic towards such tools ""by default"". But after evaluation (test) I might consider to use it if I find it useful that is.","Make the user get a more complete picture of the boundaries identified. If possible extend the inforation a bit more and not ""only on the one boundary identified"". That would support the user even further.",2.0,,1
412761995,2025-05-22 22:34:39.000,2025-05-22 23:07:15.657,Developer / Software Engineer,,3,,,,1.0,1.0,,,,,Somewhat familiar,It should describe what happens at the critical values of the system being tested.,4.0,5.0,1.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,More examples.,More examples.,What about negative numbers? Backslashes /? Combinations of special char. Examples of them are missing.,More examples.,5.0,3.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,,,More examples,,4.0,3.0,2.0,2.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,"The explanation is reasonably clear, but the phrase ""crossing from year -1 to 0 with day and month at 10"" could confuse readers unfamiliar with date formatting conventions. The role of day and month being at ""10"" isn’t fully unpacked. ",Don't know what's correct more then the valid examples.,"The explanation omits that this format change is due to standard ISO 8601 date formatting, which uses a sign for negative years and zero-pads non-negative ones. It also doesn’t mention the consistent use of zero-padding for month/day fields regardless of sign.",The explanation would be more valuable if it clarified why the formatting shift occurs. ,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,2.0,2.0,,An equation on one side telling the correct BMI calculation. ,Negative height where missing.,The examples where not realistic. You can't be 20 cm high but I understand that we are testing edge cases here.,1.0,To be more productive. ,More realistic examples and some background information about the data. ,1.0,,1
412879027,2025-05-23 20:46:30.193,,Developer / Software Engineer,,1,,,1.0,,,,,,,Somewhat familiar,"How the system behave at the boundry values, both below and above the input.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
412927166,2025-05-24 17:11:33.993,,Developer / Software Engineer,,4,,,,,,,1.0,Windows Applications,"I do not work as a tester, but had a test rotation as a graduate at my current workplace.",Somewhat familiar,"Reasoning for the chosen boundary, from a business/user perspective. Clearly described boundaries, unambiguity.",2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
412997824,2025-05-25 22:02:06.200,,Developer / Software Engineer,,1,,,,1.0,,,,,,Not at all familiar,"It should include both correct and incorrect inputs, along with how the system behaves when the inputs are near the limits",3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,"The explanations lack some clarity because to fully understand them they require prior knowledge of specific terms which are not explained. For example 2.1 requires knowledge of what ""local part"" means and what RFC-5322 is.",I find all the explanations to be correct.,I find all the explanations to be complete.,I find all the explanations to be useful.,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,I find all the explanations to be clear.,I find all the explanations to be correct.,I find all the explanations to be complete.,I find all the explanations to be useful.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
413033389,2025-05-26 09:44:25.657,,Researcher / Academic,,13,,,1.0,1.0,1.0,,,,Experience in startups and Fortune 500 companies. ,Somewhat familiar,Example inputs and special rules,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
413460663,2025-05-28 21:43:14.357,,Developer / Software Engineer,,1,,,1.0,,,,,,,Not at all familiar,A clear explanation of what the system is supposed to act and output when different upper and lower boundry values are inserted into the system.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
413468062,2025-05-29 01:01:48.000,2025-05-29 02:34:17.643,Developer / Software Engineer,,4,,,,,,,1.0,Windows Applications,I have little testing experience from working as a graduate/trainee and having a testing rotation.,Somewhat familiar,"Clear explanation of purpose of the boundary, why the bounds have been chosen, nothing can be left to assumption, Valid and invalid inputs. Multiple examples if it helps bring the idea across, if the boundary is large. Background information that is necessary for a tester not working in the domain to know to understand.",1.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,4.0,4.0,4.0,5.0,5.0,2.0,"2.1. Removing the difficult language and unfamiliar/uncommon terms (RFC-5322, flipping the result). Not having the examples part of the explanation.

2.3. Using clearer terms, I do not know the difference between using characters directly/punycoded. Some sort of definition of terms, maybe?

2.4. ""so the boundary is x or y"" is confusing language. It should describe one case, not both alternating. Very ambiguous description.","2.4. More examples, how many quotes are allowed? Eliminate ambiguity.","2.3. Can you mix the characters? Would if flip to valid (internationalised) if you used Unicode regardless?

2.4. Maybe it is common for boundary valye analysis, but I could really do with more examples. Maybe one example per input and output, as part of the table.","2.1. Clearer description, removing the redundant language.

2.5. Could the explanation have been a lot shorter?",3.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,3.0,3.0,2.0,"3.2. What is the formatting threshold?

3.3. Say what? Why have this example?

3.4. Do we need the actual value that is exceeded in the explanation?

3.5. What is out-of-bounds error in unit selection? Why does the result have a 10 in output? I need to anchor this information to something to understand it.","3.2. Example including the alternative formatting threshold. No assumptions on system, that says that what is being tested is unknown.

3.5. I have difficulty verifying the claim.","3.2. The additional formatting threshold example.

3.5. It shows a single bound, I am concerned it is not a complete example of meaningful bound.","3.1. Maybe even simpler language, but not sure it's possible. Somehow I wish the text could adapt to the audience.

3.2. The formatting threshold is bothering me.

3.3. Having a clear purpose for this example, it does not show a meaningful bound.

3.5. Both show an error case, is it useful to differentiate between the errors?",4.0,1.0,5.0,2.0,1.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,2.0,5.0,5.0,1.0,"4.2. What is a formatting boundary? Please explain the concept.

4.3. The boundary is day equals one is confusing phrasing...

4.4. ""Assuming"" implies that the system being tested is not known beforehand.

4.5. Not using such a convoluted example with a negative date. The examples should be basic and free of clutter, have some default values.","4.1. The explanation is not correct, the output field is 4 digits in both cases.

4.2. It doesn't feel logical, I have difficulties with the correctness.

4.4. Not making assumptions.","4.1. Is this a purposeful example? What would happen between 299 and 300, does it add another digit? It is not unabigious and does not follow a set clear pattern.","4.1. If I understood why the example was useful, even though incorrect, maybe it could be useful to describe the boundary/logic.

4.2. If this is a valid case somewhere, maybe this explanation could be useful why a number is formatted with a minus in front.

4.5. A clearer example date. If the negative date has no boundary impact, then it should not be in the example.",3.0,5.0,5.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,"5.1. Would have been good to have the standard formula available.

5.2. I have difficulties with understanding the description ""threshold is weight equals 1 kg"". Does it not apply to weights above 1 kg?

5.5. Having a correct explanation that mirrors the examples.","
5.2. I doubt the phrasing in the explanation, if it is correct. That is, are you obese if you are exactly 1 kg? There is ambiguity.

5.5. If the explanation described the boundary pair.",5.5. If the explanation mirrored the boundary pair.,5.5. It is completely wrong.,1.0,"Humans are creative and don't always follow set patterns, leading to confusing explanations. I'm hoping that automated tools can give structure and uniformity.",The language tailored to the recipient - there were many new terms to me. ,1.0,"Interesting study! The questionnaire could have benefited from having the free text fields being adjacent to the questions, I had to scroll up and down and take screenshots to recall what the boundary pair and its explanation was, which felt a bit cumbersome.",1
